token,20tokens
girl,woman:0.5 lady:0.3333333333333333 sarah:0.25 guy:0.2 modern:0.2 straight:0.2 closer:0.2 friend:0.2 throwback:0.16666666666666666 christian:0.16666666666666666 zombie:0.16666666666666666 superman:0.16666666666666666 jesus:0.16666666666666666 kid:0.16666666666666666 romeo:0.16666666666666666 beast:0.16666666666666666 great:0.16666666666666666 gangsta:0.16666666666666666 american:0.16666666666666666 teen:0.16666666666666666 
power,vibe:0.25 space:0.25 good:0.2 concentration:0.2 mode:0.2 throwback:0.16666666666666666 korean:0.16666666666666666 melancholy:0.16666666666666666 running:0.16666666666666666 random:0.16666666666666666 people:0.16666666666666666 piano:0.16666666666666666 20:0.16666666666666666 go:0.16666666666666666 relaxing:0.16666666666666666 pop:0.16666666666666666 classic:0.16666666666666666 beat:0.16666666666666666 christian:0.16666666666666666 best:0.16666666666666666 
runaway,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
work,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
drive,throw:0.3333333333333333 hop:0.25 pump:0.2 congratulation:0.2 making:0.2 work:0.2 worship:0.2 touch:0.2 best:0.16666666666666666 fun:0.16666666666666666 intro:0.16666666666666666 dancing:0.16666666666666666 calming:0.16666666666666666 fire:0.16666666666666666 lift:0.16666666666666666 beginning:0.16666666666666666 engagement:0.16666666666666666 gaming:0.16666666666666666 throwback:0.14285714285714285 korean:0.14285714285714285 
easy,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
listening,work:0.2 worship:0.2 best:0.16666666666666666 fun:0.16666666666666666 dancing:0.16666666666666666 lift:0.16666666666666666 gaming:0.16666666666666666 throw:0.14285714285714285 congratulation:0.14285714285714285 making:0.14285714285714285 drive:0.14285714285714285 counting:0.14285714285714285 adventure:0.14285714285714285 riding:0.14285714285714285 volleyball:0.125 intro:0.125 calming:0.125 workout:0.125 fire:0.125 beginning:0.125 
camp,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
fire,bonfire:0.5 beginning:0.3333333333333333 wave:0.25 beep:0.25 time:0.25 hap:0.25 touch:0.25 throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 
frozen,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
gospel,play:0.2 music:0.14285714285714285 flashback:0.14285714285714285 tune:0.125 people:0.125 classical:0.125 vocal:0.125 praise:0.125 space:0.125 throwback:0.1111111111111111 korean:0.1111111111111111 melancholy:0.1111111111111111 running:0.1111111111111111 good:0.1111111111111111 random:0.1111111111111111 piano:0.1111111111111111 20:0.1111111111111111 go:0.1111111111111111 relaxing:0.1111111111111111 pop:0.1111111111111111 
16,sixteen:1.0 throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 
favorite,pick:0.5 throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 
worship,adore:0.5 work:0.3333333333333333 love:0.3333333333333333 best:0.25 fun:0.25 dancing:0.25 lift:0.25 gaming:0.25 throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 
purple,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
office,shop:0.25 hotel:0.16666666666666666 house:0.16666666666666666 classic:0.14285714285714285 paisley:0.14285714285714285 john:0.14285714285714285 road:0.14285714285714285 mine:0.14285714285714285 pool:0.14285714285714285 bedroom:0.14285714285714285 pill:0.14285714285714285 silk:0.14285714285714285 bethel:0.14285714285714285 gym:0.125 dance:0.125 trap:0.125 rock:0.125 camp:0.125 paint:0.125 movie:0.125 
september,may:0.3333333333333333 nov:0.3333333333333333 november:0.3333333333333333 mar:0.3333333333333333 june:0.3333333333333333 april:0.3333333333333333 year:0.2 morning:0.2 summer:0.16666666666666666 christmas:0.16666666666666666 spring:0.16666666666666666 fall:0.16666666666666666 childhood:0.16666666666666666 holiday:0.14285714285714285 halloween:0.14285714285714285 chill:0.125 go:0.125 day:0.125 saturday:0.125 sunday:0.125 
relax,throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 christian:0.2 best:0.2 musical:0.2 old:0.2 90:0.2 top:0.2 blue:0.2 
john,bedroom:0.3333333333333333 hotel:0.16666666666666666 house:0.16666666666666666 classic:0.14285714285714285 paisley:0.14285714285714285 office:0.14285714285714285 road:0.14285714285714285 mine:0.14285714285714285 pool:0.14285714285714285 pill:0.14285714285714285 silk:0.14285714285714285 bethel:0.14285714285714285 gym:0.125 dance:0.125 trap:0.125 rock:0.125 camp:0.125 paint:0.125 movie:0.125 machine:0.125 
playlist,list:0.5 update:0.16666666666666666 praise:0.14285714285714285 music:0.125 hi:0.125 tune:0.1111111111111111 people:0.1111111111111111 classical:0.1111111111111111 vocal:0.1111111111111111 space:0.1111111111111111 throwback:0.1 korean:0.1 melancholy:0.1 running:0.1 good:0.1 random:0.1 rap:0.1 piano:0.1 20:0.1 go:0.1 
inspiration,heart:0.2 like:0.16666666666666666 running:0.14285714285714285 creator:0.14285714285714285 people:0.125 pick:0.125 lit:0.125 dancing:0.125 fire:0.125 wanderlust:0.125 know:0.125 demon:0.125 beginning:0.125 obsession:0.125 space:0.125 throwback:0.1111111111111111 korean:0.1111111111111111 melancholy:0.1111111111111111 good:0.1111111111111111 random:0.1111111111111111 
fall,go:0.5 ski:0.3333333333333333 summer:0.3333333333333333 ride:0.3333333333333333 spring:0.3333333333333333 throwback:0.25 korean:0.25 melancholy:0.25 running:0.25 good:0.25 random:0.25 piano:0.25 20:0.25 relaxing:0.25 pop:0.25 classic:0.25 beat:0.25 christian:0.25 best:0.25 musical:0.25 
nc,california:0.3333333333333333 ok:0.3333333333333333 rus:0.16666666666666666 motown:0.14285714285714285 cali:0.14285714285714285 florence:0.14285714285714285 kobe:0.14285714285714285 santos:0.14285714285714285 portland:0.14285714285714285 france:0.14285714285714285 fireside:0.125 hangout:0.125 middle:0.125 top:0.1111111111111111 side:0.1111111111111111 track:0.1111111111111111 hell:0.1111111111111111 beat:0.1 beach:0.1 post:0.1 
15,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
mix,throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 christian:0.2 best:0.2 musical:0.2 old:0.2 90:0.2 top:0.2 blue:0.2 
loco,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
breezy,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
groove,plane:0.25 tear:0.2 lift:0.16666666666666666 throwback:0.14285714285714285 korean:0.14285714285714285 melancholy:0.14285714285714285 running:0.14285714285714285 good:0.14285714285714285 hit:0.14285714285714285 random:0.14285714285714285 piano:0.14285714285714285 20:0.14285714285714285 go:0.14285714285714285 relaxing:0.14285714285714285 pop:0.14285714285714285 classic:0.14285714285714285 beat:0.14285714285714285 christian:0.14285714285714285 best:0.14285714285714285 bus:0.14285714285714285 
fireside,hangout:0.3333333333333333 middle:0.3333333333333333 top:0.16666666666666666 side:0.16666666666666666 track:0.16666666666666666 hell:0.16666666666666666 beat:0.14285714285714285 beach:0.14285714285714285 post:0.14285714285714285 rus:0.14285714285714285 holy:0.14285714285714285 island:0.14285714285714285 motown:0.125 cali:0.125 rock:0.125 nc:0.125 california:0.125 ok:0.125 florence:0.125 kobe:0.125 
reggae,music:0.25 classical:0.25 tune:0.2 vocal:0.2 song:0.16666666666666666 oldie:0.14285714285714285 people:0.125 flashback:0.125 praise:0.125 space:0.125 throwback:0.1111111111111111 korean:0.1111111111111111 melancholy:0.1111111111111111 running:0.1111111111111111 good:0.1111111111111111 random:0.1111111111111111 piano:0.1111111111111111 20:0.1111111111111111 go:0.1111111111111111 relaxing:0.1111111111111111 
list,playlist:0.5 update:0.2 praise:0.16666666666666666 throwback:0.14285714285714285 korean:0.14285714285714285 melancholy:0.14285714285714285 running:0.14285714285714285 good:0.14285714285714285 random:0.14285714285714285 piano:0.14285714285714285 20:0.14285714285714285 go:0.14285714285714285 relaxing:0.14285714285714285 pop:0.14285714285714285 classic:0.14285714285714285 beat:0.14285714285714285 music:0.14285714285714285 christian:0.14285714285714285 best:0.14285714285714285 musical:0.14285714285714285 
senior,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
year,morning:0.3333333333333333 summer:0.25 christmas:0.25 spring:0.25 fall:0.25 childhood:0.25 may:0.2 september:0.2 nov:0.2 november:0.2 holiday:0.2 halloween:0.2 mar:0.2 june:0.2 april:0.2 chill:0.16666666666666666 go:0.16666666666666666 day:0.16666666666666666 saturday:0.16666666666666666 sunday:0.16666666666666666 
taylor,woman:0.16666666666666666 guy:0.14285714285714285 modern:0.14285714285714285 girl:0.14285714285714285 straight:0.14285714285714285 closer:0.14285714285714285 friend:0.14285714285714285 lady:0.14285714285714285 throwback:0.125 sarah:0.125 christian:0.125 zombie:0.125 disney:0.125 superman:0.125 jesus:0.125 kid:0.125 romeo:0.125 beast:0.125 great:0.125 gangsta:0.125 
swift,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
upbeat,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
superman,modern:0.25 straight:0.25 closer:0.25 friend:0.25 throwback:0.2 christian:0.2 zombie:0.2 woman:0.2 jesus:0.2 kid:0.2 romeo:0.2 beast:0.2 bruno:0.2 great:0.2 gangsta:0.2 american:0.2 teen:0.2 korean:0.16666666666666666 guy:0.16666666666666666 girl:0.16666666666666666 
kendall,modern:0.16666666666666666 straight:0.16666666666666666 closer:0.16666666666666666 friend:0.16666666666666666 throwback:0.14285714285714285 christian:0.14285714285714285 mayer:0.14285714285714285 zombie:0.14285714285714285 woman:0.14285714285714285 superman:0.14285714285714285 jesus:0.14285714285714285 kid:0.14285714285714285 sweet:0.14285714285714285 romeo:0.14285714285714285 beast:0.14285714285714285 great:0.14285714285714285 gangsta:0.14285714285714285 american:0.14285714285714285 teen:0.14285714285714285 korean:0.125 
punk,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
run,go:0.3333333333333333 ski:0.25 ride:0.25 fall:0.25 throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 piano:0.2 20:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 christian:0.2 best:0.2 musical:0.2 old:0.2 
electric,car:0.5 throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 
love,adore:0.5 throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 
jesus,christian:0.25 modern:0.25 straight:0.25 closer:0.25 creator:0.25 friend:0.25 throwback:0.2 zombie:0.2 woman:0.2 superman:0.2 kid:0.2 romeo:0.2 beast:0.2 great:0.2 gangsta:0.2 american:0.2 teen:0.2 korean:0.16666666666666666 guy:0.16666666666666666 girl:0.16666666666666666 
nov,november:1.0 may:0.3333333333333333 september:0.3333333333333333 mar:0.3333333333333333 june:0.3333333333333333 april:0.3333333333333333 year:0.2 morning:0.2 summer:0.16666666666666666 christmas:0.16666666666666666 spring:0.16666666666666666 fall:0.16666666666666666 childhood:0.16666666666666666 holiday:0.14285714285714285 halloween:0.14285714285714285 chill:0.125 go:0.125 day:0.125 saturday:0.125 sunday:0.125 
beach,throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 christian:0.2 best:0.2 musical:0.2 old:0.2 90:0.2 top:0.2 blue:0.2 
alt,lean:0.25 people:0.14285714285714285 stuff:0.14285714285714285 space:0.14285714285714285 throwback:0.125 korean:0.125 melancholy:0.125 running:0.125 good:0.125 random:0.125 piano:0.125 20:0.125 go:0.125 relaxing:0.125 pop:0.125 classic:0.125 beat:0.125 music:0.125 christian:0.125 best:0.125 
rob,throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 christian:0.2 best:0.2 musical:0.2 old:0.2 90:0.2 top:0.2 blue:0.2 
spanish,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
40th,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
tailgate,go:0.3333333333333333 ski:0.25 ride:0.25 fall:0.25 throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 piano:0.2 20:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 christian:0.2 best:0.2 musical:0.2 old:0.2 
track,throwback:0.25 korean:0.25 melancholy:0.25 running:0.25 good:0.25 random:0.25 piano:0.25 20:0.25 go:0.25 relaxing:0.25 pop:0.25 classic:0.25 beat:0.25 christian:0.25 best:0.25 musical:0.25 old:0.25 90:0.25 top:0.25 blue:0.25 
drug,acoustic:0.25 throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 christian:0.2 best:0.2 musical:0.2 old:0.2 90:0.2 top:0.2 
adore,worship:0.5 love:0.5 throwback:0.25 korean:0.25 melancholy:0.25 running:0.25 good:0.25 random:0.25 piano:0.25 20:0.25 go:0.25 relaxing:0.25 pop:0.25 classic:0.25 beat:0.25 christian:0.25 best:0.25 musical:0.25 old:0.25 90:0.25 
wanderlust,obsession:0.2 people:0.14285714285714285 fire:0.14285714285714285 beginning:0.14285714285714285 space:0.14285714285714285 throwback:0.125 korean:0.125 melancholy:0.125 running:0.125 good:0.125 random:0.125 piano:0.125 20:0.125 go:0.125 relaxing:0.125 pop:0.125 classic:0.125 beat:0.125 music:0.125 christian:0.125 
saturday,thursday:0.3333333333333333 friday:0.3333333333333333 sunday:0.2 year:0.16666666666666666 morning:0.16666666666666666 halloween:0.16666666666666666 summer:0.14285714285714285 christmas:0.14285714285714285 spring:0.14285714285714285 fall:0.14285714285714285 birthday:0.14285714285714285 childhood:0.14285714285714285 may:0.125 september:0.125 nov:0.125 november:0.125 holiday:0.125 thanksgiving:0.125 xmas:0.125 mar:0.125 
morning,year:0.3333333333333333 summer:0.25 christmas:0.25 spring:0.25 fall:0.25 childhood:0.25 may:0.2 september:0.2 nov:0.2 november:0.2 holiday:0.2 halloween:0.2 mar:0.2 june:0.2 april:0.2 chill:0.16666666666666666 go:0.16666666666666666 day:0.16666666666666666 saturday:0.16666666666666666 sunday:0.16666666666666666 
hotel,house:0.3333333333333333 bethel:0.25 classic:0.16666666666666666 paisley:0.16666666666666666 office:0.16666666666666666 john:0.16666666666666666 road:0.16666666666666666 mine:0.16666666666666666 pool:0.16666666666666666 bedroom:0.16666666666666666 pill:0.16666666666666666 silk:0.16666666666666666 gym:0.14285714285714285 dance:0.14285714285714285 trap:0.14285714285714285 rock:0.14285714285714285 camp:0.14285714285714285 paint:0.14285714285714285 movie:0.14285714285714285 machine:0.14285714285714285 
california,nc:0.3333333333333333 ok:0.3333333333333333 rus:0.16666666666666666 motown:0.14285714285714285 cali:0.14285714285714285 florence:0.14285714285714285 kobe:0.14285714285714285 santos:0.14285714285714285 portland:0.14285714285714285 france:0.14285714285714285 fireside:0.125 hangout:0.125 middle:0.125 top:0.1111111111111111 side:0.1111111111111111 track:0.1111111111111111 hell:0.1111111111111111 beat:0.1 beach:0.1 post:0.1 
counting,countdown:0.5 work:0.3333333333333333 study:0.25 worship:0.2 adventure:0.2 best:0.16666666666666666 fun:0.16666666666666666 dancing:0.16666666666666666 workout:0.16666666666666666 lift:0.16666666666666666 gaming:0.16666666666666666 throw:0.14285714285714285 congratulation:0.14285714285714285 making:0.14285714285714285 drive:0.14285714285714285 listening:0.14285714285714285 riding:0.14285714285714285 volleyball:0.125 intro:0.125 calming:0.125 
crow,kid:0.14285714285714285 wave:0.125 beast:0.125 smile:0.125 baby:0.1111111111111111 take:0.1111111111111111 female:0.1111111111111111 time:0.1111111111111111 young:0.1111111111111111 throwback:0.1 korean:0.1 melancholy:0.1 running:0.1 good:0.1 random:0.1 jam:0.1 piano:0.1 guy:0.1 20:0.1 go:0.1 
dump,throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 christian:0.2 best:0.2 musical:0.2 old:0.2 90:0.2 top:0.2 blue:0.2 
class,people:0.25 band:0.2 sick:0.2 lost:0.2 public:0.2 throwback:0.16666666666666666 korean:0.16666666666666666 melancholy:0.16666666666666666 running:0.16666666666666666 good:0.16666666666666666 random:0.16666666666666666 party:0.16666666666666666 piano:0.16666666666666666 20:0.16666666666666666 go:0.16666666666666666 relaxing:0.16666666666666666 pop:0.16666666666666666 classic:0.16666666666666666 beat:0.16666666666666666 christian:0.16666666666666666 
ok,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
paint,stuff:0.3333333333333333 take:0.25 throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 christian:0.2 best:0.2 musical:0.2 old:0.2 90:0.2 
glee,mood:0.2 melancholy:0.16666666666666666 love:0.16666666666666666 angst:0.14285714285714285 dark:0.14285714285714285 atmosphere:0.14285714285714285 happiness:0.14285714285714285 nostalgia:0.14285714285714285 life:0.14285714285714285 rage:0.14285714285714285 space:0.14285714285714285 raw:0.125 power:0.125 sleep:0.125 concentration:0.125 mode:0.125 vibe:0.1111111111111111 people:0.1111111111111111 old:0.1111111111111111 high:0.1111111111111111 
cast,band:0.25 lift:0.25 throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 hit:0.2 random:0.2 party:0.2 people:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 christian:0.2 best:0.2 
goody,jam:0.2 coffee:0.2 mix:0.16666666666666666 drug:0.16666666666666666 stuff:0.14285714285714285 salsa:0.125 metal:0.125 snowflake:0.125 h:0.125 water:0.125 throwback:0.1111111111111111 korean:0.1111111111111111 melancholy:0.1111111111111111 running:0.1111111111111111 good:0.1111111111111111 tb:0.1111111111111111 sb:0.1111111111111111 random:0.1111111111111111 piano:0.1111111111111111 20:0.1111111111111111 
know,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
road,broadway:0.25 classic:0.2 paisley:0.2 mine:0.2 pool:0.2 pill:0.2 silk:0.2 gym:0.16666666666666666 dance:0.16666666666666666 trap:0.16666666666666666 rock:0.16666666666666666 hotel:0.16666666666666666 paint:0.16666666666666666 movie:0.16666666666666666 machine:0.16666666666666666 house:0.16666666666666666 shower:0.16666666666666666 stone:0.16666666666666666 throwback:0.14285714285714285 ski:0.14285714285714285 
